4217.436035,4211.794922,4203.589844,4191.794922,4205.12793,4208.205078,4196.410156,4208.205078,4165.641113,4225.12793,4055.384521,4203.589844,4317.436035,4267.179199
4220,4214.358887,4207.179199,4194.871582,4201.025391,4205.641113,4192.820313,4210.769043,4173.333008,4228.717773,4053.333252,4201.538574,4326.666504,4265.12793
4214.358887,4214.358887,4203.07666,4193.333008,4204.102539,4205.641113,4196.922852,4210.769043,4169.743652,4218.461426,4055.384521,4201.538574,4326.666504,4266.666504
4214.358887,4215.897461,4201.538574,4195.384277,4219.487305,4207.692383,4200,4210.256348,4171.281738,4217.94873,4055.384521,4203.07666,4327.692383,4275.897461
4215.897461,4211.281738,4202.563965,4195.384277,4216.410156,4207.179199,4198.974121,4209.743652,4171.794922,4224.615234,4048.205078,4204.102539,4326.666504,4280
4213.846191,4198.974121,4200,4187.179199,4198.974121,4206.666504,4201.025391,4210.256348,4158.974121,4217.436035,4037.435791,4203.07666,4318.461426,4269.743652
4213.333008,4196.410156,4198.974121,4188.205078,4198.461426,4207.179199,4197.436035,4210.769043,4155.897461,4212.307617,4034.871582,4202.05127,4320,4257.436035
4222.05127,4213.333008,4205.12793,4197.436035,4210.769043,4207.692383,4188.717773,4208.205078,4166.666504,4222.05127,4043.5896,4199.487305,4340.512695,4265.641113
4208.717773,4210.769043,4201.025391,4191.281738,4207.692383,4206.666504,4190.769043,4208.205078,4161.538574,4211.794922,4040.512695,4201.025391,4332.820313,4267.179199
4190.256348,4190.769043,4191.281738,4183.07666,4201.538574,4205.641113,4196.410156,4211.794922,4154.358887,4205.641113,4035.384521,4207.179199,4309.743652,4263.07666
4194.871582,4185.12793,4193.333008,4187.179199,4202.563965,4207.179199,4188.717773,4211.281738,4158.974121,4215.384277,4040.512695,4208.205078,4317.436035,4271.281738
4213.333008,4198.974121,4200.512695,4190.769043,4204.102539,4208.205078,4186.153809,4206.153809,4166.153809,4217.436035,4046.153809,4204.102539,4343.07666,4280
4208.717773,4202.563965,4194.871582,4187.692383,4198.974121,4206.153809,4193.846191,4206.153809,4164.615234,4211.794922,4040,4201.538574,4339.487305,4267.179199
4194.358887,4195.897461,4187.179199,4189.743652,4196.922852,4204.615234,4191.281738,4208.717773,4158.974121,4213.333008,4037.94873,4201.538574,4325.641113,4258.974121
4193.333008,4186.153809,4186.666504,4191.281738,4206.666504,4208.717773,4186.153809,4208.205078,4154.358887,4211.281738,4037.94873,4211.281738,4322.05127,4269.230469
4203.07666,4179.487305,4191.281738,4188.717773,4211.794922,4209.230469,4188.205078,4209.743652,4155.384277,4217.94873,4031.794678,4217.94873,4327.179199,4278.461426
4203.07666,4172.307617,4194.871582,4187.179199,4192.820313,4203.07666,4188.717773,4208.717773,4148.205078,4217.94873,4023.076904,4206.153809,4327.179199,4266.153809
4210.256348,4187.179199,4198.974121,4190.256348,4191.281738,4204.102539,4185.641113,4206.666504,4146.666504,4212.307617,4026.666504,4197.94873,4335.897461,4264.102539
4207.692383,4198.461426,4195.897461,4190.256348,4203.589844,4204.102539,4186.153809,4207.179199,4153.846191,4208.717773,4036.923096,4207.179199,4336.922852,4268.717773
4190.769043,4184.615234,4189.743652,4187.692383,4204.102539,4201.025391,4188.205078,4210.769043,4154.358887,4206.666504,4041.53833,4206.153809,4321.538574,4267.179199
4195.897461,4174.871582,4192.820313,4189.230469,4205.641113,4205.12793,4187.692383,4208.205078,4158.974121,4215.384277,4046.153809,4201.025391,4318.974121,4273.846191
4218.461426,4184.102539,4202.05127,4191.794922,4211.281738,4209.230469,4191.281738,4208.717773,4172.307617,4232.820313,4049.230713,4210.256348,4339.487305,4286.666504
4216.922852,4189.743652,4202.05127,4191.794922,4206.153809,4205.641113,4191.794922,4212.820313,4171.281738,4231.794922,4046.153809,4210.769043,4347.692383,4280.512695
4202.05127,4189.743652,4195.384277,4189.743652,4208.205078,4206.153809,4187.179199,4210.769043,4158.461426,4213.846191,4052.307617,4200.512695,4333.846191,4269.743652
4193.333008,4180,4192.307617,4186.153809,4211.794922,4205.12793,4186.153809,4207.179199,4154.871582,4208.205078,4067.179443,4209.743652,4321.025391,4275.384277
4183.589844,4156.410156,4193.333008,4183.589844,4194.871582,4199.487305,4189.230469,4208.717773,4152.307617,4211.281738,4066.153809,4220.512695,4310.256348,4278.974121
4191.281738,4153.333008,4195.897461,4187.179199,4186.153809,4201.025391,4188.205078,4206.666504,4149.743652,4221.025391,4057.435791,4207.692383,4313.846191,4278.974121
4211.281738,4164.102539,4195.897461,4190.256348,4193.333008,4202.563965,4185.12793,4204.102539,4152.820313,4218.974121,4068.717773,4197.94873,4329.230469,4275.897461
4223.07666,4172.307617,4192.307617,4188.717773,4199.487305,4202.05127,4188.717773,4204.615234,4155.897461,4208.717773,4087.179443,4207.692383,4340,4275.897461
4212.820313,4167.692383,4189.230469,4186.666504,4200.512695,4208.205078,4188.205078,4206.153809,4147.179199,4204.102539,4086.153809,4216.922852,4325.641113,4277.94873
4210.769043,4159.487305,4190.769043,4186.153809,4200,4209.230469,4188.205078,4205.12793,4143.589844,4210.256348,4080,4213.333008,4316.410156,4287.179199
4222.05127,4152.307617,4191.794922,4185.12793,4190.769043,4202.563965,4194.871582,4200.512695,4148.205078,4210.256348,4081.53833,4204.615234,4325.641113,4287.692383
4224.102539,4158.461426,4190.256348,4183.07666,4187.692383,4201.538574,4194.871582,4200,4151.794922,4201.025391,4083.076904,4201.538574,4326.666504,4274.358887
4202.05127,4157.94873,4184.102539,4180,4183.589844,4203.07666,4186.153809,4206.153809,4150.256348,4177.436035,4077.94873,4202.563965,4304.615234,4252.820313
4190.769043,4150.256348,4184.102539,4181.025391,4186.153809,4197.436035,4182.563965,4207.179199,4150.769043,4181.025391,4076.923096,4202.563965,4295.897461,4253.333008
4191.281738,4141.538574,4187.179199,4180.512695,4196.410156,4194.358887,4191.281738,4200,4146.666504,4214.358887,4076.923096,4209.230469,4297.94873,4267.692383
